row_key,ticker,fiscal_year,source_relative_path,source_sha256,auditor_block_sheet,auditor_block_start,auditor_block_end,auditor_block_title_location,auditor_block_title_text,opinion_heading_location,opinion_heading_text,opinion_paragraph_location,opinion_paragraph_text,opinion_evidence_kind,opinion_conflict,opinion_reject_reason,auditor_report_date_location,auditor_report_date_anchor_text,auditor_report_date_context,report_date_reject_reason,fiscal_year_end_location,fiscal_year_end_context,fiscal_year_end_all_candidates
اپال|1396,اپال,1396,اپال.zip!اپال_۱۳۹۶_۱۰_۳۰_separate_ن-۱۰_صورت‌های مالی سال مالی منتهی به ۱۳۹۶_۱۰_۳۰ (حسابرسی شده).xlsx,f17825e1ca6e68ab6ee205fbbc3b354bf8a3ac0c8abcaf711fc33bef7992204b,,,,,,,,,,,,NO_AUDITOR_BLOCK_DETECTED,,,,NO_AUDITOR_BLOCK_DETECTED,HTML_TABLE_1!R1C2,پایان عملکرد واقعی منتهی به 1396/10/30,1395/10/30|1396/10/30
اپال|1397,اپال,1397,اپال.zip!اپال_۱۳۹۷_۱۰_۳۰_separate_ن-۱۰_صورت‌های مالی سال مالی منتهی به ۱۳۹۷_۱۰_۳۰ (حسابرسی شده).xlsx,a3a59081bf4a58b49c417f0044be61cd64660b1c82a99d629480edc171d83f1f,,,,,,,,,,,,NO_AUDITOR_BLOCK_DETECTED,,,,NO_AUDITOR_BLOCK_DETECTED,HTML_TABLE_1!R1C2,پایان عملکرد واقعی منتهی به 1397/10/30,1396/10/30|1397/10/30|1398/10/30
اپال|1398,اپال,1398,اپال.zip!اپال_۱۳۹۸_۱۰_۳۰_separate_ن-۱۰_صورت‌های مالی سال مالی منتهی به ۱۳۹۸_۱۰_۳۰ (حسابرسی شده).xlsx,07a3ed181786874a661080efdc82791f3f428990c614b394e0012c02ba88aa2f,,,,,,,,,,,,NO_AUDITOR_BLOCK_DETECTED,,,,NO_AUDITOR_BLOCK_DETECTED,HTML_TABLE_1!R1C2,پایان عملکرد واقعی منتهی به 1398/10/30,1397/10/30|1398/10/30|1399/10/30
اپال|1399,اپال,1399,اپال.zip!اپال_۱۳۹۹_۱۰_۳۰_separate_ن-۱۰_صورت‌های مالی سال مالی منتهی به ۱۳۹۹_۱۰_۳۰ (حسابرسی شده).xlsx,1b9397aa1c80eccf2673b538b0b0a6bbbafc1a2ccad0859485c49e773ffb5388,,,,,,,,,,,,NO_AUDITOR_BLOCK_DETECTED,,,,NO_AUDITOR_BLOCK_DETECTED,HTML_TABLE_2!R1C3,دوره 12 ماهه منتهی به 1399/10/30,1398/10/30|1399/10/30|1400/10/30
اپال|1400,اپال,1400,اپال.zip!اپال_۱۴۰۰_۱۰_۳۰_separate_ن-۱۰_صورت‌های مالی سال مالی منتهی به ۱۴۰۰_۱۰_۳۰ (حسابرسی شده).xlsx,58b789dd31033529efc09d54ef847f29980016676ead1da0a0f56d309e47a9f2,,,,,,,,,,,,NO_AUDITOR_BLOCK_DETECTED,,,,NO_AUDITOR_BLOCK_DETECTED,HTML_TABLE_2!R1C3,دوره 12 ماهه منتهی به 1400/10/30,1399/10/30|1400/10/30|1401/10/30
اپال|1401,اپال,1401,اپال.zip!اپال_۱۴۰۱_۱۰_۳۰_separate_ن-۱۰_صورت‌های مالی سال مالی منتهی به ۱۴۰۱_۱۰_۳۰ (حسابرسی شده).xlsx,16ede1dcaaa17ebe6e5256d5ca545e406d677a7e32e960e1ace3f9986f9bdbdb,,,,,,,,,,,,NO_AUDITOR_BLOCK_DETECTED,,,,NO_AUDITOR_BLOCK_DETECTED,HTML_TABLE_2!R1C3,دوره 12 ماهه منتهی به 1401/10/30,1400/10/30|1401/10/30|1402/10/30
اپال|1402,اپال,1402,اپال.zip!اپال_۱۴۰۲_۱۰_۳۰_separate_ن-۱۰_صورت‌های مالی سال مالی منتهی به ۱۴۰۲_۱۰_۳۰ (حسابرسی شده).xlsx,d7de3bb1d2ff3dec2dbac96bbcdfe3a5c80b1694e18ead4cbdb9ec40618bbbd8,,,,,,,,,,,,NO_AUDITOR_BLOCK_DETECTED,,,,NO_AUDITOR_BLOCK_DETECTED,HTML_TABLE_2!R1C3,دوره 12 ماهه منتهی به 1402/10/30,1401/10/30|1402/10/30|1403/10/30
اروند|1395,اروند,1395,اروند.zip!اروند_۱۳۹۵_۱۲_۳۰_separate_ن-۱۰_صورت‌های مالی سال مالی منتهی به ۱۳۹۵_۱۲_۳۰ (حسابرسی شده).xlsx,b588b64dc50381d71ea742d9eb1cb4ac1510ace9392895017827497186eb2d99,,,,,,,,,,,,NO_AUDITOR_BLOCK_DETECTED,,,,NO_AUDITOR_BLOCK_DETECTED,HTML_TABLE_1!R1C2,پایان عملکرد واقعی منتهی به 1395/12/30,1394/12/29|1395/12/30
اروند|1396,اروند,1396,اروند.zip!اروند_۱۳۹۶_۱۲_۲۹_separate_ن-۱۰_صورت‌های مالی سال مالی منتهی به ۱۳۹۶_۱۲_۲۹ (حسابرسی شده).xlsx,511ac4c3930b2dc04853ff6d41fea6cc9e65eb6040202000ee67332eda884eff,,,,,,,,,,,,NO_AUDITOR_BLOCK_DETECTED,,,,NO_AUDITOR_BLOCK_DETECTED,HTML_TABLE_1!R1C2,پایان عملکرد واقعی منتهی به 1396/12/29,1395/12/30|1396/12/29
اروند|1399,اروند,1399,اروند.zip!اروند_۱۳۹۹_۱۲_۳۰_separate_ن-۱۰_صورت‌های مالی سال مالی منتهی به ۱۳۹۹_۱۲_۳۰ (حسابرسی شده).xlsx,b12d2756e03d5f0ff173a148b822335cbb9dd3d5026f957a854399f7550cc18f,,,,,,,,,,,,NO_AUDITOR_BLOCK_DETECTED,,,,NO_AUDITOR_BLOCK_DETECTED,HTML_TABLE_1!R1C2,دوره منتهی به 1399/12/30,1398/01/01|1398/12/29|1399/12/30|1400/12/29
اروند|1400,اروند,1400,اروند.zip!اروند_۱۴۰۰_۱۲_۲۹_separate_ن-۱۰_صورت‌های مالی سال مالی منتهی به ۱۴۰۰_۱۲_۲۹ (حسابرسی شده).xlsx,3b6a1c2bbe6d1f490e33016e1ed9e921ad6a30674d26b6afab2be6cbefab9627,,,,,,,,,,,,NO_AUDITOR_BLOCK_DETECTED,,,,NO_AUDITOR_BLOCK_DETECTED,HTML_TABLE_1!R1C2,دوره منتهی به 1400/12/29,1399/01/01|1399/12/30|1400/12/29|1401/12/29
بالبر|1393,بالبر,1393,بالبر.zip!بالبر_۱۳۹۳_۰۶_۳۱_separate_ن-۱۰_صورتهای مالی سال مالی منتهی به ۱۳۹۳_۰۶_۳۱ (حسابرسی شده).xlsx,5fbcdbe018aa97d95ded66ad184e6aac6f83fb9cbd4ab6803ac62d316ae0c9c8,Sheet1,9,103,Sheet1!R9C19,گزارش حسابرس مستقل و بازرس قانونی,Sheet1!R47C14,اظهار نظر مشروط,Sheet1!R48C2,10. 10- به نظر این مؤسسه، به استثنای آثار موارد مندرج در بندهای (6) الی (9) و همچنین به استثنای آثار احتمالی موارد مندرج در بند (4) و (5) صورتهای مالی یادشده در بالا، وضعیت مالی شرکت کابل البرز (سهامی عام) در تاریخ 31 شهریور 1393 و عملکرد مالی و جریانهای نقدی آن را برای سال مالی منتهی به تاریخ مزبور، از تمام جنبههای بااهمیت، طبق استانداردهای حسابداری، به نحو مطلوب نشان میدهد.,QUALIFIED_FAIR_WITH_EXCEPTION|HEADING_CELL,,,Sheet1!R95C23,تاریخ تهیه گزارش @ Sheet1!R95C24,17دی1393 ~ تاریخ تهیه گزارش ~ موسسه حسابرسی بهمند || SIGNATURE:موسسه حسابرسی بهمند,,Sheet1!R6C4,اطلاعات و صورتهای مالی12 ماهه منتهی به 31/06/1393 (حسابرسی شده),1391/06/31|1392/06/31|1392/12/29|1393/06/31|1394/06/31
بالبر|1394,بالبر,1394,بالبر.zip!بالبر_۱۳۹۴_۰۶_۳۱_separate_ن-۱۰_صورت‌های مالی سال مالی منتهی به ۱۳۹۴_۰۶_۳۱ (حسابرسی شده).xlsx,4f9c3d102a9943bc58514eda5329f18520f71746e625b10415a58aa1242991fb,Sheet1,9,98,Sheet1!R9C19,گزارش حسابرس مستقل و بازرس قانونی,Sheet1!R45C14,اظهار نظر مشروط,Sheet1!R46C2,9. 9- به نظر این مؤسسه، به استثنای آثار موارد مندرج در بندهای (5) الی (8) و همچنین به استثنای آثار احتمالی موارد مندرج در بند (4) صورتهای مالی یادشده در بالا، وضعیت مالی شرکت کابل البرز (سهامی عام) در تاریخ 31 شهریور 1394 و عملکرد مالی و جریانهای نقدی آن را برای سال مالی منتهی به تاریخ مزبور، از تمام جنبههای بااهمیت، طبق استانداردهای حسابداری، به نحو مطلوب نشان میدهد.,QUALIFIED_FAIR_WITH_EXCEPTION|HEADING_CELL,,,Sheet1!R89C23,تاریخ تهیه گزارش @ Sheet1!R89C24,10آذر1394 ~ تاریخ تهیه گزارش ~ موسسه حسابرسی بهمند || SIGNATURE:موسسه حسابرسی بهمند,,Sheet1!R6C4,اطلاعات و صورتهای مالی12 ماهه منتهی به 31/06/1394 (حسابرسی شده),1393/06/31|1393/12/29|1394/06/31|1395/06/31
بالبر|1395,بالبر,1395,بالبر.zip!بالبر_۱۳۹۵_۰۶_۳۱_separate_ن-۱۰_صورت‌های مالی سال مالی منتهی به ۱۳۹۵_۰۶_۳۱ (حسابرسی شده).xlsx,4d35cc5ececc968c889ac6122abdf593fc07d20fc5b99b21744f4f9843ec603c,Sheet1,11,100,Sheet1!R11C17,گزارش حسابرس مستقل,Sheet1!R41C12,اظهار نظر مشروط,Sheet1!R42C2,8. به نظر این موسسه، به استثنای آثار موارد مندرج در بندهای (5) الی (7) و همچنین به استثنای آثار احتمالی مورد مندرج در بند (4)، صورتهای مالی یاد شده در بالا، وضعیت مالی شرکت کابل البرز (سهامی عام) در تاریخ 31 شهریور ماه 1395 و عملکرد مالی و جریانهای نقدی آن را برای سال مالی منتهی به تاریخ مزبور، از تمام جنبه های با اهمیت، طبق استانداردهای حسابداری، به نحو مطلوب نشان می دهد.,QUALIFIED_FAIR_WITH_EXCEPTION|HEADING_CELL,,,Sheet1!R91C20,تاریخ تهیه گزارش @ Sheet1!R91C21,21آذر1395 ~ تاریخ تهیه گزارش ~ موسسه حسابرسی هشیار بهمند || SIGNATURE:موسسه حسابرسی هشیار بهمند,,Sheet1!R8C4,اطلاعات و صورتهای مالی12 ماهه منتهی به 31/06/1395 (حسابرسی شده),1394/06/31|1395/06/31
بالبر|1396,بالبر,1396,بالبر.zip!بالبر_۱۳۹۶_۰۶_۳۱_separate_ن-۱۰_صورت‌های مالی سال مالی منتهی به ۱۳۹۶_۰۶_۳۱ (حسابرسی شده).xlsx,4706205c382cb88fb8b4e80459a352683561cb25d8202bc9865e74cba339d379,Sheet1,11,93,Sheet1!R11C17,گزارش حسابرس مستقل,Sheet1!R38C12,اظهار نظر مشروط,Sheet1!R39C2,7. به نظر این موسسه، به استثنای آثار موارد مندرج در بندهای (5) و (6) و همچنین به استثنای آثار احتمالی مورد مندرج در بند (4)، صورتهای مالی یاد شده در بالا، وضعیت مالی شرکت کابل البرز (سهامی عام) در تاریخ 31 شهریور ماه 1396 و عملکرد مالی و جریانهای نقدی آن را برای سال مالی منتهی به تاریخ مزبور، از تمام جنبه های با اهمیت، طبق استانداردهای حسابداری، به نحو مطلوب نشان می دهد.,QUALIFIED_FAIR_WITH_EXCEPTION|HEADING_CELL,,,Sheet1!R84C20,تاریخ تهیه گزارش @ Sheet1!R84C21,موسسه مورد ارزیابی قرار گرفته است. در این خصوص، بخشی از مفاد دستورالعمل و قانون مزبور در شرکت به طور کامل اجرایی نشده است. ~ 02دی1396 ~ تاریخ تهیه گزارش ~ موسسه حسابرسی هشیار بهمند || SIGNATURE:موسسه حسابرسی هشیار بهمند,,Sheet1!R8C4,اطلاعات و صورتهای مالی12 ماهه منتهی به 1396/06/31 (حسابرسی شده),1395/06/31|1396/06/31
بالبر|1397,بالبر,1397,بالبر.zip!بالبر_۱۳۹۷_۰۶_۳۱_separate_ن-۱۰_صورت‌های مالی سال مالی منتهی به ۱۳۹۷_۰۶_۳۱ (حسابرسی شده).xlsx,de1c3b6ef49ae4e440403c03079a97c985a56619ae7606c065d0c6d4f412ec29,,,,,,,,,,,,NO_AUDITOR_BLOCK_DETECTED,,,,NO_AUDITOR_BLOCK_DETECTED,HTML_TABLE_1!R1C2,پایان عملکرد واقعی منتهی به 1397/06/31,1396/06/31|1397/06/31
بالبر|1398,بالبر,1398,بالبر.zip!بالبر_۱۳۹۸_۰۶_۳۱_separate_ن-۱۰_صورت‌های مالی سال مالی منتهی به ۱۳۹۸_۰۶_۳۱ (حسابرسی شده).xlsx,a215afaae31c900d47116cd7cd7906a3ae132fd93e0d317c06f91075d8128617,,,,,,,,,,,,NO_AUDITOR_BLOCK_DETECTED,,,,NO_AUDITOR_BLOCK_DETECTED,,,
بالبر|1399,بالبر,1399,بالبر.zip!بالبر_۱۳۹۹_۰۶_۳۱_separate_ن-۱۰_صورت‌های مالی سال مالی منتهی به ۱۳۹۹_۰۶_۳۱ (حسابرسی شده)(اصلاحیه).xlsx,0d891ebda4bfca1b51ab8541fb04ed12bad842286b5b21c2cda7a5f5646e2edf,,,,,,,,,,,,NO_AUDITOR_BLOCK_DETECTED,,,,NO_AUDITOR_BLOCK_DETECTED,HTML_TABLE_1!R1C2,دوره منتهی به 1399/06/31 جهت ارائه به حسابرس,1397/07/01|1398/06/31|1399/06/31|1400/06/31
بالبر|1400,بالبر,1400,بالبر.zip!بالبر_۱۴۰۰_۰۶_۳۱_separate_ن-۱۰_صورت‌های مالی سال مالی منتهی به ۱۴۰۰_۰۶_۳۱ (حسابرسی شده).xlsx,d599e990cfd7eecf52aa1412e5ea85b6e56ea19e2f4f61555d8395dc8b5b117e,,,,,,,,,,,,NO_AUDITOR_BLOCK_DETECTED,,,,NO_AUDITOR_BLOCK_DETECTED,HTML_TABLE_1!R1C2,دوره منتهی به 1400/06/31,1398/07/01|1399/06/31|1400/06/31|1401/06/31
بالبر|1401,بالبر,1401,بالبر.zip!بالبر_۱۴۰۱_۰۶_۳۱_separate_ن-۱۰_صورت‌های مالی سال مالی منتهی به ۱۴۰۱_۰۶_۳۱ (حسابرسی شده).xlsx,56e8da9e8ef7c27a011a2bbf3d5652d95386acfcdbf7e684a844a306c6a55c41,,,,,,,,,,,,NO_AUDITOR_BLOCK_DETECTED,,,,NO_AUDITOR_BLOCK_DETECTED,HTML_TABLE_1!R1C2,دوره منتهی به 1401/06/31,1399/07/01|1400/06/31|1401/06/31|1402/06/31
